,转债代码,转债名称,正股代码,正股名称,现价,涨跌幅,成交额,换手率,近5日涨跌幅,近20日涨跌幅,近3月涨跌幅,近1年涨跌幅,剩余规模（亿元）,转股价值,溢价率,正股价格,正股涨跌幅,正股成交额,正股波动率,双低指标,纯债价值,转债/正股流通市值比,自选标记,更新时间,上市日期,发行规模（亿元）,债券评级,到期日期,剩余年限,转股价,回售触发价,强赎触发价,距离转股开始天数,转股开始日期,下修条件,下修次数,下修成功次数,强赎标记,确定强赎日期,确定强赎价格,强赎天数统计
80,113525,台华转债,1603055,台华新材,171.4,0.26,895.52,2.82,-6.88,-17.76,0.85,4.26,1.853,141.0,21.56,10.73,0.0,557.36,61.44,192.96,106.44,2.0,0,09:49:44,2019-01-11,5.33,AA,24-12-16,2.293,7.61,5.33,9.89,0,2019-06-21,10/20  85%,0,0,G,,,0/15 | 30
81,113526,联泰转债,1603797,联泰环保,133.934,0.29,281.7,1.09,-0.42,-4.18,-2.76,-42.82,1.928,102.8,30.29,5.88,0.86,326.28,26.88,164.22,102.77,6.0,0,09:49:51,2019-02-18,3.9,AA+,25-01-22,2.395,5.72,4.0,7.44,0,2019-07-29,15/30  90%,0,0,,,,0/15 | 30
82,113527,维格转债,1603518,锦泓集团,117.48,-0.07,115.84,0.34,-1.17,-4.32,-1.67,-32.98,2.862,75.49,55.62,7.36,0.27,120.68,47.42,173.1,110.94,13.1,0,09:49:37,2019-02-19,7.46,AA,25-01-23,2.397,9.75,6.83,12.68,0,2019-07-30,10/20  90%,1,1,,,,0/15 | 30
83,113530,大丰转债,1603081,大丰实业,115.349,0.12,213.84,0.29,-0.75,0.61,1.58,5.37,6.297,71.61,61.08,11.53,0.09,422.49,37.52,176.43,111.7,13.6,0,09:48:49,2019-04-18,6.3,AA,25-03-26,2.567,16.1,11.27,20.93,0,2019-10-08,15/30  85%,0,0,,,,0/15 | 30
84,113532,海环转债,1603817,海峡环保,116.556,0.72,562.81,1.06,-1.63,-2.96,0.1,9.24,4.585,90.57,28.69,6.63,0.91,292.54,36.5,145.25,103.55,15.4,0,09:49:52,2019-04-24,4.6,AA,25-04-01,2.584,7.32,5.12,9.52,0,2019-10-09,15/30  85%,0,0,,,,0/15 | 30
85,113534,鼎胜转债,1603876,鼎胜新材,383.003,-0.28,5407.39,3.58,-6.11,-11.09,66.58,46.92,3.934,376.77,1.65,56.44,0.25,6916.79,65.69,384.65,99.36,1.4,0,09:50:00,2019-04-30,12.54,AA-,25-04-08,2.603,14.98,10.49,19.47,0,2019-10-16,15/30  85%,1,1,G,,,0/15 | 30
86,113535,大业转债,1603278,大业股份,112.518,0.01,46.31,0.08,-0.53,-2.17,0.99,2.07,4.996,66.48,69.25,8.17,0.0,206.43,45.66,181.77,106.83,21.3,0,09:49:45,2019-06-03,5.0,AA,24-05-08,1.685,12.29,8.6,15.98,0,2019-11-15,10/20  90%,0,0,,,,0/15 | 30
87,113537,文灿转债,1603348,文灿股份,390.68,-1.84,15344.72,31.21,-13.13,-15.02,51.93,96.22,1.252,390.43,0.06,74.69,-2.15,7642.91,65.97,390.74,103.9,0.6,0,09:50:00,2019-07-05,8.0,AA-,25-06-09,2.773,19.13,13.39,24.87,0,2019-12-16,15/30  85%,0,0,G,,,0/15 | 30
88,113542,好客转债,1603898,好莱客,110.642,-0.21,72.51,0.11,0.23,-0.76,3.64,-1.88,6.027,68.97,60.42,11.09,0.18,164.42,37.4,171.06,104.17,17.5,0,09:49:54,2019-08-23,6.3,AA,25-07-31,2.915,16.08,11.26,20.9,0,2020-02-12,15/30  80%,0,0,,,,0/15 | 30
89,113545,金能转债,1603113,金能科技,124.194,0.06,370.07,0.3,-1.83,0.8,-0.72,-38.98,9.865,101.09,22.85,10.19,0.99,1302.44,43.91,147.04,104.34,11.3,0,09:50:00,2019-11-07,15.0,AA,25-10-13,3.118,10.08,7.06,13.1,0,2020-04-20,15/30  80%,0,0,,,,0/15 | 30
90,113546,迪贝转债,1603320,迪贝电气,122.621,-0.22,309.76,1.1,-1.71,-4.27,3.0,6.4,2.297,90.87,34.94,12.54,0.48,400.63,48.18,157.56,95.27,14.1,0,09:49:50,2019-11-21,2.3,A+,25-10-22,3.142,13.8,9.66,17.94,0,2020-04-29,15/30  90%,0,0,,,,0/15 | 30
91,113549,白电转债,1603861,白云电器,118.691,-0.8,726.66,0.76,-3.11,-8.62,-0.01,2.22,8.047,90.47,31.19,8.16,-0.97,813.76,51.35,149.88,103.94,23.3,0,09:49:57,2019-12-11,8.8,AA,25-11-14,3.205,9.02,6.31,11.73,0,2020-05-21,15/30  85%,0,0,,,,0/15 | 30
92,113561,正裕转债,1603089,正裕工业,124.4,-0.71,824.13,4.41,-2.77,-6.2,4.85,10.33,1.499,86.77,43.37,8.66,-3.02,2167.79,41.1,167.77,91.7,7.8,0,09:49:33,2020-02-10,2.9,A+,25-12-30,3.332,9.98,6.99,12.97,0,2020-07-07,15/30  85%,0,0,,,,0/15 | 30
93,113563,柳药转债,1603368,柳药集团,111.747,0.38,94.88,0.11,-0.18,-1.12,2.93,5.54,8.017,71.06,57.26,16.62,1.22,1490.21,43.09,169.01,101.45,13.3,0,09:50:00,2020-02-24,8.02,AA,26-01-15,3.375,23.39,16.37,30.41,0,2020-07-22,15/30  85%,0,0,,,,0/15 | 30
94,113565,宏辉转债,1603336,宏辉果蔬,121.82,0.56,818.91,2.99,-1.25,-2.56,-0.34,10.69,2.249,91.62,32.96,7.0,2.19,2935.51,43.91,154.78,97.36,7.3,0,09:50:00,2020-03-16,3.32,AA-,26-02-25,3.488,7.64,5.35,9.93,0,2020-09-03,15/30  80%,0,0,,,,0/15 | 30
95,113566,翔港转债,1603499,翔港科技,122.592,0.59,180.17,0.91,-1.77,-4.08,4.14,10.45,1.613,75.49,62.4,8.13,4.36,570.51,42.1,184.99,95.04,9.9,0,09:50:00,2020-03-31,2.0,A+,26-02-27,3.493,10.77,7.54,12.92,0,2020-09-07,15/30  90%,0,0,,,,0/15 | 30
96,113567,君禾转债,1603617,君禾股份,144.226,-0.41,1213.11,4.35,-1.42,-9.54,11.41,25.85,1.935,135.97,6.07,10.13,1.5,935.4,47.97,150.3,90.8,5.3,1,09:49:58,2020-04-03,2.1,A+,26-03-03,3.504,7.45,5.22,9.69,0,2020-09-10,15/30  85%,0,0,G,,,0/15 | 30
97,113569,科达转债,1603660,苏州科达,106.13,0.01,106.41,0.19,-1.34,0.08,1.1,5.78,5.156,36.79,188.48,5.43,1.31,489.65,37.82,294.61,99.06,19.2,0,09:49:34,2020-04-08,5.16,AA-,26-03-09,3.521,14.76,10.33,19.19,0,2020-09-14,15/30  85%,0,0,,,,0/15 | 30
98,113570,百达转债,1603331,百达精工,122.6,0.27,383.4,1.12,-2.2,-5.11,-0.56,1.68,2.799,100.72,21.72,11.17,-0.27,413.67,39.93,144.32,87.77,14.3,0,09:49:48,2020-04-08,2.8,A+,26-03-10,3.523,11.09,7.76,14.42,0,2020-09-17,15/30  85%,0,0,,,,0/15 | 30
99,113573,纵横转债,1603602,纵横通信,116.809,-0.15,256.67,0.82,-1.1,-2.91,3.17,8.98,2.698,56.69,106.05,10.63,0.28,1566.22,47.64,222.86,94.02,12.5,0,09:49:29,2020-05-22,2.7,A+,26-04-16,3.625,18.75,13.13,24.38,0,2020-10-23,15/30  80%,0,0,,,,0/15 | 30
100,113574,华体转债,1603679,华体科技,116.78,-0.26,202.52,0.83,-2.93,-4.86,3.27,3.73,2.089,33.74,246.12,11.44,0.44,502.04,49.11,362.9,88.19,12.9,0,09:49:37,2020-04-27,2.09,A+,26-03-30,3.578,33.91,23.74,44.08,0,2020-10-09,15/30  85%,0,0,,,,0/15 | 30
101,113575,东时转债,1603377,东方时尚,136.98,0.33,580.13,4.32,0.95,-6.61,-1.28,10.16,0.983,47.65,187.47,5.79,0.0,202.7,37.66,324.45,100.41,2.3,0,09:49:55,2020-04-30,4.28,AA,26-04-08,3.603,12.15,8.51,15.8,0,2020-10-15,15/30  80%,0,0,,,,0/15 | 30
102,113576,起步转债,1603557,ST起步,113.203,-0.36,573.44,1.9,-1.03,-2.61,-1.9,18.14,2.658,37.16,204.64,3.92,-2.73,1058.94,37.2,317.84,51.74,13.7,0,09:49:59,2020-05-07,5.2,BBB-,26-04-09,3.605,10.55,7.39,13.72,0,2020-10-16,15/30  85%,0,0,,,,0/15 | 30
103,113577,春秋转债,1603890,春秋电子,126.903,0.15,241.19,1.07,-4.59,-8.76,0.72,1.11,1.777,95.16,33.36,10.23,-0.29,595.86,39.36,160.26,96.34,4.0,0,09:49:20,2020-05-13,2.4,AA-,26-04-13,3.616,10.75,7.53,13.98,0,2020-10-20,15/30  85%,0,0,,,,0/15 | 30
104,113578,全筑转债,1603030,全筑股份,105.6,0.15,65.03,0.16,-0.74,-0.23,0.72,3.41,3.838,55.81,89.21,2.93,1.03,421.28,49.44,194.81,96.46,22.6,0,09:49:59,2020-05-19,3.84,AA-,26-04-19,3.633,5.25,3.68,6.83,0,2020-10-26,10/20  90%,0,0,,,,0/15 | 30
105,113579,健友转债,1603707,健友股份,118.614,0.43,20.11,0.03,-0.56,-4.38,-3.56,-2.54,5.023,73.31,61.8,18.07,0.72,925.45,38.84,180.41,100.99,1.7,0,09:49:12,2020-05-22,5.03,AA,26-04-22,3.641,24.65,17.26,32.05,0,2020-10-29,15/30  90%,0,0,,,,0/15 | 30
106,113582,火炬转债,1603678,火炬电子,206.273,-0.11,3051.19,3.53,-9.57,-18.81,7.38,-42.99,4.176,176.91,16.6,43.36,0.86,2871.09,48.62,222.87,101.38,2.1,0,09:49:57,2020-06-23,6.0,AA,26-05-27,3.737,24.51,17.16,31.86,0,2020-12-02,15/30  85%,0,0,G,,,0/15 | 30
107,113584,家悦转债,1603708,家家悦,104.48,0.08,81.53,0.12,-0.38,-0.17,0.2,3.22,6.449,30.3,244.82,11.37,0.44,1025.44,33.68,349.3,101.31,9.3,0,09:49:17,2020-06-24,6.45,AA,26-06-04,3.759,37.53,26.27,48.79,0,2020-12-14,15/30  85%,0,0,,,,0/15 | 30
108,113585,寿仙转债,1603896,寿仙谷,182.429,-0.24,782.34,4.26,2.42,-2.85,-2.97,29.25,1.003,170.56,6.96,36.91,0.03,439.11,37.2,189.39,94.93,1.4,0,09:49:57,2020-07-07,3.6,AA-,26-06-08,3.77,21.64,15.15,28.13,0,2020-12-15,15/30  85%,0,0,G,,,0/15 | 30
109,113588,润达转债,1603108,润达医疗,116.159,0.34,921.4,1.44,-0.77,2.44,5.5,6.29,5.499,86.19,34.77,11.42,0.35,1841.31,46.65,150.93,100.31,8.3,0,09:49:57,2020-07-13,5.5,AA,26-06-16,3.792,13.25,9.28,17.23,0,2020-12-23,15/30  90%,0,0,,,,0/15 | 30
110,113589,天创转债,1603608,天创时尚,99.942,-0.16,137.67,0.23,-1.21,1.14,0.32,1.34,5.996,37.59,165.87,4.62,0.22,194.16,39.49,265.81,92.76,30.9,0,09:49:59,2020-07-16,6.0,AA-,26-06-23,3.811,12.29,8.6,15.98,0,2021-01-04,15/30  80%,0,0,,,,0/20 | 30
111,113591,胜达转债,1603687,大胜达,126.155,1.24,1404.3,2.35,-2.53,-2.64,7.76,8.52,4.775,117.62,7.26,10.28,1.98,481.94,41.57,133.42,98.1,11.1,0,09:50:00,2020-07-23,5.5,AA-,26-06-30,3.83,8.74,6.12,11.36,0,2021-01-08,10/20  90%,2,2,,,,0/15 | 30
112,113593,沪工转债,1603131,上海沪工,114.446,0.11,69.94,0.15,-0.7,-3.2,0.5,-11.92,3.998,61.99,84.62,13.08,1.08,585.7,50.67,199.07,89.69,9.6,0,09:48:30,2020-08-10,4.0,A+,26-07-19,3.882,21.1,14.77,27.43,0,2021-01-25,15/30  85%,0,0,,,,0/15 | 30
113,113594,淳中转债,1603516,淳中科技,117.955,-0.04,208.4,0.59,-2.1,-7.25,2.27,6.44,2.997,72.27,63.21,13.03,0.39,787.46,48.82,181.17,89.36,12.4,0,09:49:33,2020-08-28,3.0,A+,26-07-20,3.885,18.03,12.62,23.44,0,2021-01-27,15/30  85%,1,1,,,,0/15 | 30
114,113595,花王转债,1603007,ST花王,113.084,-0.17,334.68,0.9,-0.58,6.51,3.85,25.22,3.298,61.56,83.7,4.26,0.71,215.27,39.44,196.78,38.23,23.2,0,09:49:39,2020-08-18,3.3,B+,26-07-20,3.885,6.92,4.84,9.0,0,2021-01-27,15/30  80%,1,0,,,,0/15 | 30
115,113596,城地转债,1603887,城地香江,97.35,0.07,454.1,0.39,-0.49,1.51,-0.65,1.89,11.986,29.31,232.14,7.11,1.72,743.23,53.79,329.49,71.8,39.4,0,09:49:28,2020-08-20,12.0,A-,26-07-27,3.904,24.26,16.98,31.54,0,2021-02-04,15/30  85%,0,0,,,,0/15 | 30
116,113597,佳力转债,1603912,佳力图,120.21,0.1,3173.71,8.81,-5.81,-3.79,-6.3,6.22,2.983,77.26,55.59,12.64,1.12,7838.03,58.76,175.8,99.37,7.8,0,09:50:01,2020-08-21,3.0,AA-,26-07-29,3.91,16.36,11.45,21.27,0,2021-02-05,15/30  85%,0,0,,,,0/15 | 30
117,113598,法兰转债,1603966,法兰泰克,127.253,-0.21,849.5,2.43,-4.78,-9.94,1.28,7.4,2.753,108.02,17.81,10.24,0.59,641.74,40.86,145.06,96.68,9.0,0,09:49:53,2020-08-25,3.3,AA-,26-07-30,3.912,9.48,6.64,12.32,0,2021-02-08,15/30  80%,0,0,,,,1/15 | 30
118,113600,新星转债,1603978,深圳新星,122.165,0.26,1153.57,2.08,-7.09,-13.2,1.3,11.85,4.533,96.02,27.23,22.9,0.0,1467.97,64.55,149.4,100.49,11.9,0,09:49:41,2020-09-11,5.95,AA-,26-08-12,3.948,23.85,16.7,31.01,0,2021-02-19,15/30  85%,0,0,,,,0/15 | 30
119,113601,塞力转债,1603716,塞力医疗,111.234,-0.04,85.8,0.14,-0.64,-2.39,-2.16,8.56,5.426,71.08,56.49,12.07,0.42,173.51,57.69,167.72,96.37,22.3,0,09:50:01,2020-09-15,5.43,AA-,26-08-20,3.97,16.98,11.89,22.07,0,2021-03-01,15/30  85%,0,0,,,,0/15 | 30
120,113602,景20转债,1603228,景旺电子,118.033,-0.4,307.31,0.15,-2.9,-5.65,-1.49,-1.67,17.798,80.92,45.86,21.93,-0.09,862.53,43.37,163.89,98.46,9.6,0,09:50:00,2020-09-22,17.8,AA,26-08-23,3.978,27.1,18.97,35.23,0,2021-03-01,15/30  80%,1,1,,,,0/15 | 30
121,113604,多伦转债,1603528,多伦科技,109.41,-0.03,411.46,0.59,-0.51,-4.69,5.63,1.47,6.399,66.06,65.62,6.87,-0.43,1084.14,45.18,175.03,92.95,14.9,0,09:50:02,2020-11-17,6.4,AA-,26-10-12,4.115,10.4,7.28,13.52,0,2021-04-19,10/20  90%,0,0,,,,0/15 | 30
122,113605,大参转债,1603233,大参林,111.73,-0.35,101.86,0.06,-0.32,-0.22,1.58,0.82,14.047,59.15,88.89,33.79,1.23,2830.01,46.89,200.62,99.99,4.4,0,09:49:25,2020-11-13,14.05,AA,26-10-21,4.14,57.13,39.99,74.27,0,2021-04-28,15/30  85%,0,0,,,,0/15 | 30
123,113606,荣泰转债,1603579,荣泰健康,112.532,-0.04,16.74,0.02,-1.29,-1.07,0.62,-2.94,5.999,70.05,60.65,22.52,-0.35,242.61,28.99,173.18,95.76,19.3,0,09:49:26,2020-11-20,6.0,AA-,26-10-29,4.162,32.15,22.51,41.8,0,2021-05-06,15/30  80%,0,0,,,,0/15 | 30
124,113608,威派转债,1603956,威派格,112.74,0.0,73.49,0.16,-0.94,-0.48,3.26,-4.33,4.2,55.47,103.24,9.83,0.51,334.77,41.06,215.98,87.69,10.0,0,09:49:03,2020-11-27,4.2,A+,26-11-08,4.189,17.72,12.4,23.04,0,2021-05-13,15/30  85%,0,0,,,,0/15 | 30
125,113609,永安转债,1603776,永安行,114.372,-0.42,279.35,0.33,-0.1,1.91,4.87,-3.48,7.337,88.83,28.75,14.55,0.83,374.21,44.27,143.12,94.78,21.7,0,09:50:01,2020-12-23,8.86,AA-,26-11-23,4.23,16.38,11.47,21.29,0,2021-05-31,15/30  90%,0,0,,,,0/15 | 30
126,113610,灵康转债,1603669,灵康药业,113.075,-0.02,64.22,0.12,-0.64,-1.25,2.37,-3.16,4.579,72.62,55.71,6.18,-0.8,647.98,35.43,168.79,95.19,10.3,0,09:49:44,2020-12-22,5.25,AA-,26-11-30,4.249,8.51,5.96,11.06,0,2021-06-07,15/30  85%,0,0,,,,0/15 | 30
127,113615,金诚转债,1603979,金诚信,179.19,0.53,285.32,0.19,-5.77,7.01,4.19,-4.27,8.48,155.62,15.15,19.53,-0.51,563.33,50.61,194.34,100.96,7.3,0,09:49:58,2021-01-14,10.0,AA,26-12-22,4.31,12.55,8.79,16.32,0,2021-06-29,15/30  90%,0,0,G,,,0/15 | 30
128,113616,韦尔转债,1603501,韦尔股份,121.847,-0.47,460.5,0.15,2.29,-2.83,0.04,-15.44,24.334,56.34,116.27,92.65,-1.16,23735.9,49.95,238.12,100.29,2.2,0,09:49:55,2021-01-22,24.4,AA+,26-12-27,4.323,164.44,115.11,213.77,0,2021-07-05,15/30  85%,0,0,,,,0/15 | 30
129,113618,美诺转债,1603538,美诺华,128.51,0.82,891.74,1.46,-3.56,-5.37,-2.89,8.58,4.769,100.49,27.88,26.64,0.91,2740.72,60.62,156.39,89.91,8.5,0,09:49:59,2021-02-04,5.2,AA-,27-01-13,4.37,26.51,18.56,34.46,0,2021-07-20,15/30  90%,0,0,,,,0/15 | 30
130,113619,世运转债,1603920,世运电路,123.58,0.47,1389.56,1.13,-0.61,-5.91,3.16,15.56,9.997,88.87,39.06,17.17,3.5,9758.15,67.89,162.64,98.98,10.9,0,09:50:01,2021-02-19,10.0,AA,27-01-19,4.386,19.32,13.52,25.12,0,2021-07-26,15/30  85%,0,0,,,,0/15 | 30
131,113621,彤程转债,1603650,彤程新材,134.294,1.92,2060.9,2.87,-2.2,-10.06,5.34,-26.07,5.365,92.31,45.48,30.03,0.1,2244.32,57.21,179.77,98.77,3.0,0,09:49:59,2021-02-22,8.0,AA,27-01-25,4.403,32.53,22.77,42.29,0,2021-08-02,15/30  85%,0,0,,,,0/15 | 30
132,113622,杭叉转债,1603298,杭叉集团,122.153,-0.04,431.0,0.31,-0.83,-5.46,4.16,2.07,11.5,90.36,35.18,13.96,-0.71,366.03,32.07,157.33,97.76,9.5,0,09:49:56,2021-04-14,11.5,AA+,27-03-24,4.562,15.45,10.82,20.09,0,2021-10-08,15/30  85%,1,1,,,,0/15 | 30
133,113623,凤21转债,1603225,新凤鸣,111.38,-0.26,54.51,0.02,-0.82,0.04,-2.14,-21.38,25.0,61.23,81.9,9.95,0.1,657.06,41.49,193.28,99.71,16.7,0,09:49:55,2021-05-07,25.0,AA,27-04-07,4.6,16.25,11.38,21.13,0,2021-10-14,15/30  85%,0,0,,,,0/15 | 30
134,113624,正川转债,1603976,正川股份,110.4,0.07,111.97,0.25,-0.12,-0.19,2.46,4.26,4.049,54.46,102.72,25.26,1.41,1481.14,40.7,213.12,84.28,10.6,0,09:49:58,2021-06-01,4.05,A+,27-04-27,4.655,46.38,32.47,60.29,0,2021-11-08,15/30  90%,0,0,,,,0/15 | 30
135,113625,江山转债,1603208,江山欧派,112.801,0.47,401.97,0.61,-1.21,-1.7,1.71,-6.01,5.825,54.09,108.54,39.77,0.94,2367.8,63.59,221.34,94.31,10.7,0,09:49:56,2021-07-01,5.83,AA-,27-06-10,4.775,73.53,51.47,95.59,0,2021-12-20,10/20  90%,0,0,,,,0/15 | 30
136,113626,伯特转债,1603596,伯特利,239.527,-0.74,7027.7,3.34,-9.61,-13.75,21.02,51.31,8.782,240.64,-0.46,86.34,-0.3,4533.19,66.77,239.07,102.2,2.5,0,09:49:59,2021-07-21,9.02,AA,27-06-28,4.825,35.88,25.12,46.64,0,2022-01-05,15/30  85%,0,0,G,,,0/15 | 30
137,113627,太平转债,1603877,太平鸟,109.394,0.21,18.03,0.02,-1.21,-2.32,-1.46,-14.56,8.0,36.28,201.53,18.04,0.0,272.82,42.29,310.92,96.99,9.4,0,09:49:22,2021-08-06,8.0,AA,27-07-14,4.868,49.72,34.8,64.64,0,2022-01-21,15/30  85%,0,0,,,,0/15 | 30
138,113628,晨丰转债,1603685,晨丰科技,111.5,0.16,163.25,0.35,-0.86,-1.65,3.78,11.5,4.15,78.36,42.29,10.14,1.5,96.24,28.36,153.79,74.23,24.2,0,09:49:59,2021-09-17,4.15,A,27-08-23,4.978,12.94,9.06,16.82,0,2022-02-28,15/30  85%,0,0,,,,0/30 | 30
139,113629,泉峰转债,1603982,泉峰汽车,134.764,0.05,1920.85,2.29,-5.73,-10.15,0.73,34.76,6.194,106.09,27.03,24.38,-1.85,3897.73,73.45,161.79,90.86,30.9,0,09:50:01,2021-10-21,6.2,AA-,27-09-14,5.038,22.98,16.09,29.87,0,2022-03-22,15/30  90%,0,0,G,,,0/15 | 30
140,113631,皖天转债,1603689,皖天然气,119.078,0.17,540.96,0.49,-3.06,2.08,2.89,19.08,9.3,99.87,19.23,7.8,1.83,1002.47,33.29,138.31,97.47,25.3,0,09:50:00,2021-12-10,9.3,AA+,27-11-08,5.189,7.81,5.47,10.15,0,2022-05-12,15/30  80%,0,0,,,,0/15 | 30
141,113632,鹤21转债,1603733,仙鹤股份,125.178,-0.1,128.18,0.05,-1.39,-2.59,7.07,25.18,20.499,97.06,28.97,26.43,0.49,826.72,41.34,154.15,97.41,11.0,0,09:49:31,2021-12-09,20.5,AA,27-11-17,5.214,27.23,19.06,35.4,0,2022-05-23,15/30  80%,1,1,,,,0/15 | 30
142,113633,科沃转债,1603486,科沃斯,113.031,0.1,51.18,0.04,-1.24,-2.38,-1.7,13.03,10.398,45.79,146.85,81.08,-0.64,3288.92,49.84,259.88,95.63,2.3,0,09:49:14,2021-12-29,10.4,AA,27-11-30,5.249,177.08,123.96,230.2,0,2022-06-06,15/30  85%,0,0,,,,0/15 | 30
143,113634,珀莱转债,1603605,珀莱雅,137.955,0.22,414.98,0.4,-1.54,-4.66,5.6,37.96,7.513,116.17,18.75,161.9,1.19,3653.22,39.36,156.71,99.69,1.6,0,09:50:00,2022-01-04,7.517,AA,27-12-08,5.271,139.37,97.56,181.18,0,2022-06-14,15/30  85%,0,0,,,,0/15 | 30
144,113635,升21转债,1603305,旭升股份,117.061,-8.44,38660.81,25.73,-15.93,-18.27,-0.56,17.06,12.837,120.1,-2.53,39.68,-7.72,12097.68,59.47,114.53,100.0,5.2,0,09:50:00,2021-12-30,13.5,AA-,27-12-10,5.277,33.04,23.13,42.95,0,2022-06-16,15/30  85%,0,0,O,,,15/15 | 30
145,113636,甬金转债,1603995,甬金股份,137.028,-0.05,1216.64,0.89,-1.31,5.28,9.1,37.03,9.995,115.89,18.24,41.78,-1.69,1138.61,47.31,155.27,89.0,14.6,0,09:49:57,2021-12-31,10.0,AA-,27-12-13,5.285,36.05,25.24,46.87,0,2022-06-17,15/30  80%,0,0,,,,0/15 | 30
146,113637,华翔转债,1603112,华翔股份,142.203,2.14,1006.5,0.89,0.23,-8.59,3.96,42.2,7.998,125.49,13.32,16.0,3.96,1810.76,42.4,155.52,89.15,31.6,0,09:50:00,2022-01-20,8.0,AA-,27-12-22,5.31,12.75,8.93,16.58,0,2022-06-28,20/30  80%,0,0,,,,13/15 | 30
147,113638,台21转债,1603055,台华新材,115.52,-0.42,186.19,0.27,-4.41,-10.06,-2.77,15.52,6.0,64.25,79.8,10.73,0.0,557.36,61.44,195.32,96.9,6.5,0,09:49:55,2022-01-21,6.0,AA,27-12-29,5.329,16.7,11.69,21.71,0,2022-07-05,15/30  85%,0,0,,,,0/15 | 30
148,113639,华正转债,1603186,华正新材,110.63,0.2,285.97,0.45,-2.52,-2.98,4.57,10.63,5.7,61.41,80.15,23.7,0.81,829.24,46.77,190.78,94.87,17.0,0,09:50:02,2022-02-22,5.7,AA+,28-01-24,5.4,38.59,27.01,50.17,0,2022-07-28,15/30  85%,0,0,,,,0/15 | 30
149,113640,苏利转债,1603585,苏利股份,126.054,0.71,715.7,0.6,-3.7,0.42,2.82,26.05,9.572,107.46,17.3,21.18,0.91,420.57,39.48,143.35,87.86,25.1,0,09:49:58,2022-03-10,9.572,AA-,28-02-16,5.463,19.71,13.8,25.62,0,2022-08-22,15/30  90%,0,0,,,,0/15 | 30
150,113641,华友转债,1603799,华友钴业,125.27,-0.11,1474.59,0.15,-3.28,-6.56,2.93,25.27,76.0,89.16,40.5,75.11,0.5,18388.86,58.7,165.77,94.62,6.4,0,09:50:03,2022-03-23,76.0,AA+,28-02-24,5.485,84.24,58.97,109.51,1,,15/30  80%,0,0,,,,0/15 | 30
151,113642,上22转债,1603185,上机数控,145.034,2.79,11593.48,3.26,-11.55,-12.16,6.75,45.03,24.7,135.48,7.05,138.73,2.86,35068.63,65.08,152.08,85.05,4.6,0,09:50:02,2022-04-06,24.7,AA-,28-03-01,5.501,102.4,71.68,133.12,6,,15/30  90%,1,0,,,,0/15 | 30
152,113643,风语转债,1603466,风语筑,120.716,0.31,543.27,0.9,-0.52,-0.18,-3.07,20.72,5.0,85.26,41.59,13.01,0.39,3639.91,62.95,162.31,87.03,6.4,0,09:49:45,2022-04-22,5.0,AA-,28-03-24,5.564,15.26,10.68,19.84,39,,15/30  80%,0,0,,,,0/15 | 30
153,113644,艾迪转债,1603638,艾迪精密,114.866,0.12,56.94,0.05,-1.12,-5.5,2.15,14.87,10.0,72.65,58.11,17.32,0.12,223.1,37.82,172.98,86.62,7.4,0,09:48:56,2022-05-12,10.0,AA-,28-04-14,5.622,23.84,16.69,30.99,50,,15/30  85%,0,0,,,,0/15 | 30
154,113646,永吉转债,1603058,永吉股份,186.375,0.39,1167.89,4.3,0.17,-20.01,-41.14,86.38,1.46,95.55,95.05,8.37,1.7,1135.81,51.36,281.43,81.69,4.2,0,09:49:59,2022-05-17,1.46,AA-,28-04-13,5.619,8.76,6.13,11.39,49,,15/30  85%,0,0,,,,0/15 | 30
155,113647,禾丰转债,1603609,禾丰股份,128.68,0.66,282.43,0.15,-1.24,-2.2,11.89,28.68,15.0,104.48,23.16,10.72,1.71,1955.66,38.89,151.84,95.43,15.3,0,09:49:59,2022-05-18,15.0,AA,28-04-21,5.641,10.26,7.18,13.34,57,,15/30  85%,0,0,,,,0/15 | 30
156,113648,巨星转债,1603477,巨星农牧,142.824,-1.11,2304.7,1.61,-5.26,-2.69,21.03,42.82,10.0,118.94,20.08,30.02,-0.79,4920.48,66.82,162.9,83.28,6.9,0,09:50:01,2022-05-17,10.0,AA-,28-04-24,5.649,25.24,17.67,32.81,60,,15/30  80%,0,0,,,,0/15 | 30
157,113649,丰山转债,1603810,丰山集团,124.907,-0.24,335.03,0.54,-0.09,-2.38,24.91,24.91,5.0,102.32,22.07,14.12,-2.35,1026.07,41.93,146.98,85.46,22.0,0,09:50:02,2022-07-21,5.0,AA-,28-06-26,5.822,13.8,9.66,17.94,123,,15/30  85%,0,0,,,,0/15 | 30
158,113650,博22转债,1603916,苏博特,122.975,0.56,50.64,0.05,-0.56,-1.8,22.98,22.98,8.0,80.17,53.39,19.2,2.73,1201.71,47.34,176.37,85.32,10.0,0,09:49:56,2022-07-28,8.0,AA-,28-06-30,5.833,23.95,16.77,31.14,130,,15/30  80%,0,0,,,,0/15 | 30
159,113651,松霖转债,1603992,松霖科技,137.483,0.34,520.44,0.62,0.62,37.48,37.48,37.48,6.1,87.82,56.55,14.56,1.75,716.96,39.86,194.03,94.32,10.4,0,09:50:01,2022-08-17,6.1,AA,28-07-19,5.885,16.58,11.61,21.55,147,,15/30  85%,0,0,,,,0/15 | 30
